,year,state,month,number
0,1998,Acre,January,0.0
1,1999,Acre,January,0.0
2,2000,Acre,January,0.0
3,2001,Acre,January,0.0
4,2002,Acre,January,0.0
5,2003,Acre,January,10.0
6,2004,Acre,January,0.0
7,2005,Acre,January,12.0
8,2006,Acre,January,4.0
9,2007,Acre,January,0.0
10,2008,Acre,January,0.0
11,2009,Acre,January,0.0
12,2010,Acre,January,1.0
13,2011,Acre,January,0.0
14,2012,Acre,January,0.0
15,2013,Acre,January,0.0
16,2014,Acre,January,0.0
17,2015,Acre,January,1.0
18,2016,Acre,January,12.0
19,2017,Acre,January,0.0
20,1998,Acre,February,0.0
21,1999,Acre,February,0.0
22,2000,Acre,February,0.0
23,2001,Acre,February,0.0
24,2002,Acre,February,1.0
25,2003,Acre,February,0.0
26,2004,Acre,February,3.0
27,2005,Acre,February,0.0
28,2006,Acre,February,0.0
29,2007,Acre,February,5.0
30,2008,Acre,February,0.0
31,2009,Acre,February,2.0
32,2010,Acre,February,0.0
33,2011,Acre,February,0.0
34,2012,Acre,February,0.0
35,2013,Acre,February,0.0
36,2014,Acre,February,0.0
37,2015,Acre,February,2.0
38,2016,Acre,February,5.0
39,2017,Acre,February,1.0
40,1998,Acre,March,0.0
41,1999,Acre,March,0.0
42,2000,Acre,March,11.0
43,2001,Acre,March,0.0
44,2002,Acre,March,0.0
45,2003,Acre,March,0.0
46,2004,Acre,March,0.0
47,2005,Acre,March,3.0
48,2006,Acre,March,0.0
49,2007,Acre,March,2.0
50,2008,Acre,March,0.0
51,2009,Acre,March,1.0
52,2010,Acre,March,0.0
53,2011,Acre,March,0.0
54,2012,Acre,March,1.0
55,2013,Acre,March,2.0
56,2014,Acre,March,1.0
57,2015,Acre,March,2.0
58,2016,Acre,March,0.0
59,2017,Acre,March,0.0
60,1998,Acre,April,0.0
61,1999,Acre,April,0.0
62,2000,Acre,April,1.0
63,2001,Acre,April,0.0
64,2002,Acre,April,0.0
65,2003,Acre,April,1.0
66,2004,Acre,April,2.0
67,2005,Acre,April,1.0
68,2006,Acre,April,0.0
69,2007,Acre,April,0.0
70,2008,Acre,April,0.0
71,2009,Acre,April,0.0
72,2010,Acre,April,3.0
73,2011,Acre,April,2.0
74,2012,Acre,April,1.0
75,2013,Acre,April,19.0
76,2014,Acre,April,7.0
77,2015,Acre,April,3.0
78,2016,Acre,April,0.0
79,2017,Acre,April,1.0
80,1998,Acre,May,0.0
81,1999,Acre,May,0.0
82,2000,Acre,May,1.0
83,2001,Acre,May,0.0
84,2002,Acre,May,0.0
85,2003,Acre,May,6.0
86,2004,Acre,May,7.0
87,2005,Acre,May,2.0
88,2006,Acre,May,8.0
89,2007,Acre,May,1.0
90,2008,Acre,May,0.0
91,2009,Acre,May,3.0
92,2010,Acre,May,9.0
93,2011,Acre,May,3.0
94,2012,Acre,May,3.0
95,2013,Acre,May,4.0
96,2014,Acre,May,1.0
97,2015,Acre,May,2.0
98,2016,Acre,May,21.0
99,2017,Acre,May,10.0
100,1998,Acre,June,3.0
101,1999,Acre,June,0.0
102,2000,Acre,June,1.0
103,2001,Acre,June,1.0
104,2002,Acre,June,0.0
105,2003,Acre,June,0.0
106,2004,Acre,June,5.0
107,2005,Acre,June,27.0
108,2006,Acre,June,1.0
109,2007,Acre,June,4.0
110,2008,Acre,June,0.0
111,2009,Acre,June,0.0
112,2010,Acre,June,1.0
113,2011,Acre,June,10.0
114,2012,Acre,June,7.0
115,2013,Acre,June,8.0
116,2014,Acre,June,17.0
117,2015,Acre,June,40.0
118,2016,Acre,June,87.0
119,2017,Acre,June,45.0
120,1998,Acre,July,37.0
121,1999,Acre,July,1.0
122,2000,Acre,July,1.0
123,2001,Acre,July,3.0
124,2002,Acre,July,39.0
125,2003,Acre,July,168.0
126,2004,Acre,July,42.0
127,2005,Acre,July,368.0
128,2006,Acre,July,33.0
129,2007,Acre,July,29.0
130,2008,Acre,July,41.0
131,2009,Acre,July,31.0
132,2010,Acre,July,126.0
133,2011,Acre,July,93.0
134,2012,Acre,July,71.0
135,2013,Acre,July,54.0
136,2014,Acre,July,60.0
137,2015,Acre,July,109.0
138,2016,Acre,July,533.0
139,2017,Acre,July,457.0
140,1998,Acre,August,130.0
141,1999,Acre,August,63.0
142,2000,Acre,August,136.0
143,2001,Acre,August,396.0
144,2002,Acre,August,728.0
145,2003,Acre,August,1976.0
146,2004,Acre,August,645.0
147,2005,Acre,August,4198.0
148,2006,Acre,August,839.0
149,2007,Acre,August,960.0
150,2008,Acre,August,445.0
151,2009,Acre,August,194.0
152,2010,Acre,August,1682.0
153,2011,Acre,August,425.0
154,2012,Acre,August,739.0
155,2013,Acre,August,679.0
156,2014,Acre,August,1100.0
157,2015,Acre,August,1397.0
158,2016,Acre,August,2188.0
159,2017,Acre,August,1493.0
160,1998,Acre,September,509.0
161,1999,Acre,September,209.0
162,2000,Acre,September,265.0
163,2001,Acre,September,290.0
164,2002,Acre,September,1949.0
165,2003,Acre,September,3942.0
166,2004,Acre,September,1978.0
167,2005,Acre,September,4253.0
168,2006,Acre,September,2370.0
169,2007,Acre,September,2080.0
170,2008,Acre,September,1666.0
171,2009,Acre,September,1265.0
172,2010,Acre,September,2531.0
173,2011,Acre,September,1204.0
174,2012,Acre,September,1996.0
175,2013,Acre,September,2136.0
176,2014,Acre,September,2175.0
177,2015,Acre,September,2928.0
178,2016,Acre,September,3586.0
179,2017,Acre,September,3429.0
180,1998,Acre,October,44.0
181,1999,Acre,October,60.0
182,2000,Acre,October,18.0
183,2001,Acre,October,137.0
184,2002,Acre,October,687.0
185,2003,Acre,October,740.0
186,2004,Acre,October,461.0
187,2005,Acre,October,547.0
188,2006,Acre,October,316.0
189,2007,Acre,October,203.0
190,2008,Acre,October,652.0
191,2009,Acre,October,565.0
192,2010,Acre,October,292.0
193,2011,Acre,October,97.0
194,2012,Acre,October,348.0
195,2013,Acre,October,258.0
196,2014,Acre,October,406.0
197,2015,Acre,October,905.0
198,2016,Acre,October,509.0
199,2017,Acre,October,1508.0
200,1998,Acre,November,0.0
201,1999,Acre,November,0.0
202,2000,Acre,November,0.0
203,2001,Acre,November,1.0
204,2002,Acre,November,86.0
205,2003,Acre,November,15.0
206,2004,Acre,November,10.0
207,2005,Acre,November,14.0
208,2006,Acre,November,18.0
209,2007,Acre,November,7.0
210,2008,Acre,November,4.0
211,2009,Acre,November,33.0
212,2010,Acre,November,39.0
213,2011,Acre,November,74.0
214,2012,Acre,November,13.0
215,2013,Acre,November,79.0
216,2014,Acre,November,56.0
217,2015,Acre,November,115.0
218,2016,Acre,November,46.0
219,2017,Acre,November,98.0
220,1998,Acre,December,7.0
221,1999,Acre,December,0.0
222,2000,Acre,December,0.0
223,2001,Acre,December,0.0
224,2002,Acre,December,1.0
225,2003,Acre,December,1.0
226,2004,Acre,December,7.0
227,2005,Acre,December,2.0
228,2006,Acre,December,0.0
229,2007,Acre,December,0.0
230,2008,Acre,December,0.0
231,2009,Acre,December,1.0
232,2010,Acre,December,0.0
233,2011,Acre,December,4.0
234,2012,Acre,December,1.0
235,2013,Acre,December,3.0
236,2014,Acre,December,6.0
237,2015,Acre,December,8.0
238,2016,Acre,December,6.0
239,1998,Alagoas,January,0.0
240,1999,Alagoas,January,58.0
241,2000,Alagoas,January,11.0
242,2001,Alagoas,January,5.0
243,2002,Alagoas,January,12.0
244,2003,Alagoas,January,150.0
245,2004,Alagoas,January,9.0
246,2005,Alagoas,January,83.0
247,2006,Alagoas,January,29.0
248,2007,Alagoas,January,33.0
249,2008,Alagoas,January,55.0
250,2009,Alagoas,January,104.0
251,2010,Alagoas,January,23.0
252,2011,Alagoas,January,41.0
253,2012,Alagoas,January,36.0
254,2013,Alagoas,January,49.0
255,2014,Alagoas,January,54.0
256,2015,Alagoas,January,81.0
257,2016,Alagoas,January,24.0
258,2017,Alagoas,January,38.0
259,2017,Alagoas,January,38.0
260,1998,Alagoas,February,0.0
261,1999,Alagoas,February,20.0
262,2000,Alagoas,February,16.0
263,2001,Alagoas,February,4.0
264,2002,Alagoas,February,15.0
265,2003,Alagoas,February,33.0
266,2004,Alagoas,February,7.0
267,2005,Alagoas,February,31.0
268,2006,Alagoas,February,14.0
269,2007,Alagoas,February,28.0
270,2008,Alagoas,February,74.0
271,2009,Alagoas,February,32.0
272,2010,Alagoas,February,26.0
273,2011,Alagoas,February,33.0
274,2012,Alagoas,February,41.0
275,2013,Alagoas,February,19.0
276,2014,Alagoas,February,29.0
277,2015,Alagoas,February,46.0
278,2016,Alagoas,February,14.0
279,2017,Alagoas,February,21.0
280,1998,Alagoas,March,0.0
281,1999,Alagoas,March,52.0
282,2000,Alagoas,March,32.0
283,2001,Alagoas,March,0.0
284,2002,Alagoas,March,27.0
285,2003,Alagoas,March,15.0
286,2004,Alagoas,March,16.0
287,2005,Alagoas,March,35.0
288,2006,Alagoas,March,37.0
289,2007,Alagoas,March,7.0
290,2008,Alagoas,March,31.0
291,2009,Alagoas,March,31.0
292,2010,Alagoas,March,70.0
293,2011,Alagoas,March,34.0
294,2012,Alagoas,March,44.0
295,2013,Alagoas,March,31.0
296,2014,Alagoas,March,28.0
297,2015,Alagoas,March,32.0
298,2016,Alagoas,March,9.0
299,2017,Alagoas,March,23.0
300,1998,Alagoas,April,0.0
301,1999,Alagoas,April,4.0
302,2000,Alagoas,April,20.0
303,2001,Alagoas,April,0.0
304,2002,Alagoas,April,6.0
305,2003,Alagoas,April,20.0
306,2004,Alagoas,April,6.0
307,2005,Alagoas,April,1.0
308,2006,Alagoas,April,2.0
309,2007,Alagoas,April,1.0
310,2008,Alagoas,April,18.0
311,2009,Alagoas,April,5.0
312,2010,Alagoas,April,3.0
313,2011,Alagoas,April,17.0
314,2012,Alagoas,April,18.0
315,2013,Alagoas,April,25.0
316,2014,Alagoas,April,16.0
317,2015,Alagoas,April,63.0
318,2016,Alagoas,April,13.0
319,2017,Alagoas,April,7.0
320,1998,Alagoas,May,0.0
321,1999,Alagoas,May,1.0
322,2000,Alagoas,May,1.0
323,2001,Alagoas,May,2.0
324,2002,Alagoas,May,1.0
325,2003,Alagoas,May,1.0
326,2004,Alagoas,May,3.0
327,2005,Alagoas,May,0.0
328,2006,Alagoas,May,0.0
329,2007,Alagoas,May,0.0
330,2008,Alagoas,May,0.0
331,2009,Alagoas,May,0.0
332,2010,Alagoas,May,0.0
333,2011,Alagoas,May,0.0
334,2012,Alagoas,May,21.0
335,2013,Alagoas,May,2.0
336,2014,Alagoas,May,1.0
337,2015,Alagoas,May,18.0
338,2016,Alagoas,May,4.0
339,2017,Alagoas,May,1.0
340,1998,Alagoas,June,0.0
341,1999,Alagoas,June,0.0
342,2000,Alagoas,June,0.0
343,2001,Alagoas,June,2.0
344,2002,Alagoas,June,0.0
345,2003,Alagoas,June,0.0
346,2004,Alagoas,June,0.0
347,2005,Alagoas,June,0.0
348,2006,Alagoas,June,0.0
349,2007,Alagoas,June,0.0
350,2008,Alagoas,June,0.0
351,2009,Alagoas,June,0.0
352,2010,Alagoas,June,0.0
353,2011,Alagoas,June,2.0
354,2012,Alagoas,June,4.0
355,2013,Alagoas,June,1.0
356,2014,Alagoas,June,2.0
357,2015,Alagoas,June,2.0
358,2016,Alagoas,June,5.0
359,2017,Alagoas,June,2.0
360,1998,Alagoas,July,0.0
361,1999,Alagoas,July,0.0
362,2000,Alagoas,July,0.0
363,2001,Alagoas,July,0.0
364,2002,Alagoas,July,5.0
365,2003,Alagoas,July,0.0
366,2004,Alagoas,July,0.0
367,2005,Alagoas,July,0.0
368,2006,Alagoas,July,0.0
369,2007,Alagoas,July,0.0
370,2008,Alagoas,July,0.0
371,2009,Alagoas,July,0.0
372,2010,Alagoas,July,2.0
373,2011,Alagoas,July,0.0
374,2012,Alagoas,July,0.0
375,2013,Alagoas,July,0.0
376,2014,Alagoas,July,1.0
377,2015,Alagoas,July,0.0
378,2016,Alagoas,July,3.0
379,2017,Alagoas,July,0.0
380,1998,Alagoas,August,1.0
381,1999,Alagoas,August,3.0
382,2000,Alagoas,August,4.0
383,2001,Alagoas,August,1.0
384,2002,Alagoas,August,3.0
385,2003,Alagoas,August,2.0
386,2004,Alagoas,August,2.0
387,2005,Alagoas,August,2.0
388,2006,Alagoas,August,1.0
389,2007,Alagoas,August,3.0
390,2008,Alagoas,August,1.0
391,2009,Alagoas,August,0.0
392,2010,Alagoas,August,1.0
393,2011,Alagoas,August,4.0
394,2012,Alagoas,August,0.0
395,2013,Alagoas,August,0.0
396,2014,Alagoas,August,3.0
397,2015,Alagoas,August,3.0
398,2016,Alagoas,August,5.0
399,2017,Alagoas,August,1.0
400,1998,Alagoas,September,14.0
401,1999,Alagoas,September,3.0
402,2000,Alagoas,September,22.0
403,2001,Alagoas,September,5.0
404,2002,Alagoas,September,14.0
405,2003,Alagoas,September,8.0
406,2004,Alagoas,September,5.0
407,2005,Alagoas,September,7.0
408,2006,Alagoas,September,4.0
409,2007,Alagoas,September,2.0
410,2008,Alagoas,September,9.0
411,2009,Alagoas,September,13.0
412,2010,Alagoas,September,5.0
413,2011,Alagoas,September,5.0
414,2012,Alagoas,September,6.0
415,2013,Alagoas,September,4.0
416,2014,Alagoas,September,11.0
417,2015,Alagoas,September,7.0
418,2016,Alagoas,September,18.0
419,2017,Alagoas,September,4.0
420,1998,Alagoas,October,20.0
421,1999,Alagoas,October,4.0
422,2000,Alagoas,October,13.0
423,2001,Alagoas,October,15.0
424,2002,Alagoas,October,30.0
425,2003,Alagoas,October,10.0
426,2004,Alagoas,October,12.0
427,2005,Alagoas,October,17.0
428,2006,Alagoas,October,32.0
429,2007,Alagoas,October,6.0
430,2008,Alagoas,October,18.0
431,2009,Alagoas,October,30.0
432,2010,Alagoas,October,16.0
433,2011,Alagoas,October,23.0
434,2012,Alagoas,October,28.0
435,2013,Alagoas,October,25.0
436,2014,Alagoas,October,7.0
437,2015,Alagoas,October,40.0
438,2016,Alagoas,October,74.0
439,2017,Alagoas,October,14.0
440,1998,Alagoas,November,19.0
441,1999,Alagoas,November,15.0
442,2000,Alagoas,November,2.0
443,2001,Alagoas,November,22.0
444,2002,Alagoas,November,50.0
445,2003,Alagoas,November,17.0
446,2004,Alagoas,November,28.0
447,2005,Alagoas,November,25.0
448,2006,Alagoas,November,12.0
449,2007,Alagoas,November,15.0
450,2008,Alagoas,November,37.0
451,2009,Alagoas,November,55.0
452,2010,Alagoas,November,31.0
453,2011,Alagoas,November,23.0
454,2012,Alagoas,November,95.0
455,2013,Alagoas,November,10.0
456,2014,Alagoas,November,14.0
457,2015,Alagoas,November,162.0
458,2016,Alagoas,November,76.0
459,2017,Alagoas,November,10.0
460,1998,Alagoas,December,32.0
461,1999,Alagoas,December,12.0
462,2000,Alagoas,December,2.0
463,2001,Alagoas,December,30.0
464,2002,Alagoas,December,95.0
465,2003,Alagoas,December,43.0
466,2004,Alagoas,December,71.0
467,2005,Alagoas,December,16.0
468,2006,Alagoas,December,30.0
469,2007,Alagoas,December,33.0
470,2008,Alagoas,December,34.0
471,2009,Alagoas,December,55.0
472,2010,Alagoas,December,45.0
473,2011,Alagoas,December,50.0
474,2012,Alagoas,December,59.0
475,2013,Alagoas,December,42.0
476,2014,Alagoas,December,24.0
477,2015,Alagoas,December,136.0
478,2016,Alagoas,December,155.0
479,1998,Amapa,January,0.0
480,1999,Amapa,January,0.0
481,2000,Amapa,January,2.0
482,2001,Amapa,January,0.0
483,2002,Amapa,January,7.0
484,2003,Amapa,January,31.0
485,2004,Amapa,January,38.0
486,2005,Amapa,January,109.0
487,2006,Amapa,January,6.0
488,2007,Amapa,January,0.0
489,2008,Amapa,January,2.0
490,2009,Amapa,January,4.0
491,2010,Amapa,January,2.0
492,2011,Amapa,January,0.0
493,2012,Amapa,January,30.0
494,2013,Amapa,January,3.0
495,2014,Amapa,January,10.0
496,2015,Amapa,January,14.0
497,2016,Amapa,January,19.0
498,2017,Amapa,January,2.0
499,1998,Amapa,February,0.0
500,1999,Amapa,February,1.0
501,2000,Amapa,February,0.0
502,2001,Amapa,February,0.0
503,2002,Amapa,February,2.0
504,2003,Amapa,February,0.0
505,2004,Amapa,February,2.0
506,2005,Amapa,February,1.0
507,2006,Amapa,February,2.0
508,2007,Amapa,February,0.0
509,2008,Amapa,February,0.0
510,2009,Amapa,February,0.0
511,2010,Amapa,February,0.0
512,2011,Amapa,February,3.0
513,2012,Amapa,February,5.0
514,2013,Amapa,February,0.0
515,2014,Amapa,February,2.0
516,2015,Amapa,February,1.0
517,2016,Amapa,February,1.0
518,2017,Amapa,February,0.0
519,1998,Amapa,March,0.0
520,1999,Amapa,March,2.0
521,2000,Amapa,March,0.0
522,2001,Amapa,March,0.0
523,2002,Amapa,March,0.0
524,2003,Amapa,March,1.0
525,2004,Amapa,March,0.0
526,2005,Amapa,March,0.0
527,2006,Amapa,March,0.0
528,2007,Amapa,March,0.0
529,2008,Amapa,March,1.0
530,2009,Amapa,March,1.0
531,2010,Amapa,March,2.0
532,2011,Amapa,March,0.0
533,2012,Amapa,March,1.0
534,2013,Amapa,March,0.0
535,2014,Amapa,March,1.0
536,2015,Amapa,March,2.0
537,2016,Amapa,March,5.0
538,2017,Amapa,March,0.0
539,1998,Amapa,April,0.0
540,1999,Amapa,April,0.0
541,2000,Amapa,April,0.0
542,2001,Amapa,April,0.0
543,2002,Amapa,April,0.0
544,2003,Amapa,April,2.0
545,2004,Amapa,April,0.0
546,2005,Amapa,April,0.0
547,2006,Amapa,April,0.0
548,2007,Amapa,April,0.0
549,2008,Amapa,April,2.0
550,2009,Amapa,April,0.0
551,2010,Amapa,April,2.0
552,2011,Amapa,April,0.0
553,2012,Amapa,April,2.0
554,2013,Amapa,April,2.0
555,2014,Amapa,April,0.0
556,2015,Amapa,April,0.0
557,2016,Amapa,April,0.0
558,2017,Amapa,April,3.0
559,1998,Amapa,May,0.0
560,1999,Amapa,May,0.0
561,2000,Amapa,May,0.0
562,2001,Amapa,May,0.0
563,2002,Amapa,May,3.0
564,2003,Amapa,May,0.0
565,2004,Amapa,May,0.0
566,2005,Amapa,May,0.0
567,2006,Amapa,May,0.0
568,2007,Amapa,May,0.0
569,2008,Amapa,May,0.0
570,2009,Amapa,May,2.0
571,2010,Amapa,May,2.0
572,2011,Amapa,May,2.0
573,2012,Amapa,May,2.0
574,2013,Amapa,May,0.0
575,2014,Amapa,May,0.0
576,2015,Amapa,May,0.0
577,2016,Amapa,May,1.0
578,2017,Amapa,May,1.0
579,1998,Amapa,June,0.0
580,1999,Amapa,June,2.0
581,2000,Amapa,June,0.0
582,2001,Amapa,June,0.0
583,2002,Amapa,June,0.0
584,2003,Amapa,June,0.0
585,2004,Amapa,June,5.0
586,2005,Amapa,June,2.0
587,2006,Amapa,June,0.0
588,2007,Amapa,June,0.0
589,2008,Amapa,June,0.0
590,2009,Amapa,June,1.0
591,2010,Amapa,June,0.0
592,2011,Amapa,June,0.0
593,2012,Amapa,June,7.0
594,2013,Amapa,June,1.0
595,2014,Amapa,June,0.0
596,2015,Amapa,June,3.0
597,2016,Amapa,June,2.0
598,2017,Amapa,June,2.0
599,1998,Amapa,July,0.0
600,1999,Amapa,July,0.0
601,2000,Amapa,July,0.0
602,2001,Amapa,July,1.0
603,2002,Amapa,July,1.0
604,2003,Amapa,July,0.0
605,2004,Amapa,July,2.0
606,2005,Amapa,July,0.0
607,2006,Amapa,July,0.0
608,2007,Amapa,July,0.0
609,2008,Amapa,July,0.0
610,2009,Amapa,July,4.0
611,2010,Amapa,July,2.0
612,2011,Amapa,July,5.0
613,2012,Amapa,July,3.0
614,2013,Amapa,July,1.0
615,2014,Amapa,July,4.0
616,2015,Amapa,July,5.0
617,2016,Amapa,July,1.0
618,2017,Amapa,July,3.0
619,1998,Amapa,August,1.0
620,1999,Amapa,August,0.0
621,2000,Amapa,August,3.0
622,2001,Amapa,August,12.0
623,2002,Amapa,August,18.0
624,2003,Amapa,August,14.0
625,2004,Amapa,August,9.0
626,2005,Amapa,August,4.0
627,2006,Amapa,August,11.0
628,2007,Amapa,August,5.0
629,2008,Amapa,August,4.0
630,2009,Amapa,August,20.0
631,2010,Amapa,August,1.0
632,2011,Amapa,August,16.0
633,2012,Amapa,August,19.0
634,2013,Amapa,August,9.0
635,2014,Amapa,August,18.0
636,2015,Amapa,August,40.0
637,2016,Amapa,August,37.0
638,2017,Amapa,August,33.0
639,1998,Amapa,September,20.0
640,1999,Amapa,September,4.0
641,2000,Amapa,September,19.0
642,2001,Amapa,September,95.0
643,2002,Amapa,September,73.0
644,2003,Amapa,September,88.0
645,2004,Amapa,September,67.0
646,2005,Amapa,September,97.0
647,2006,Amapa,September,112.0
648,2007,Amapa,September,61.0
649,2008,Amapa,September,83.0
650,2009,Amapa,September,188.0
651,2010,Amapa,September,63.0
652,2011,Amapa,September,128.0
653,2012,Amapa,September,168.0
654,2013,Amapa,September,85.0
655,2014,Amapa,September,137.0
656,2015,Amapa,September,192.0
657,2016,Amapa,September,142.0
658,2017,Amapa,September,95.0
659,1998,Amapa,October,42.0
660,1999,Amapa,October,25.0
661,2000,Amapa,October,42.0
662,2001,Amapa,October,194.0
663,2002,Amapa,October,557.0
664,2003,Amapa,October,355.0
665,2004,Amapa,October,412.0
666,2005,Amapa,October,335.0
667,2006,Amapa,October,405.0
668,2007,Amapa,October,162.0
669,2008,Amapa,October,395.0
670,2009,Amapa,October,765.0
671,2010,Amapa,October,265.0
672,2011,Amapa,October,304.0
673,2012,Amapa,October,475.0
674,2013,Amapa,October,385.0
675,2014,Amapa,October,480.0
676,2015,Amapa,October,827.0
677,2016,Amapa,October,793.0
678,2017,Amapa,October,468.0
679,1998,Amapa,November,131.0
680,1999,Amapa,November,26.0
681,2000,Amapa,November,157.0
682,2001,Amapa,November,406.0
683,2002,Amapa,November,1096.0
684,2003,Amapa,November,750.0
685,2004,Amapa,November,949.0
686,2005,Amapa,November,685.0
687,2006,Amapa,November,207.0
688,2007,Amapa,November,198.0
689,2008,Amapa,November,266.0
690,2009,Amapa,November,1019.0
691,2010,Amapa,November,339.0
692,2011,Amapa,November,282.0
693,2012,Amapa,November,969.0
694,2013,Amapa,November,341.0
695,2014,Amapa,November,484.0
696,2015,Amapa,November,1300.0
697,2016,Amapa,November,1161.0
698,2017,Amapa,November,858.0
699,1998,Amapa,December,84.0
700,1999,Amapa,December,41.0
701,2000,Amapa,December,30.0
702,2001,Amapa,December,593.0
703,2002,Amapa,December,200.0
704,2003,Amapa,December,411.0
705,2004,Amapa,December,777.0
706,2005,Amapa,December,38.0
707,2006,Amapa,December,74.0
708,2007,Amapa,December,14.0
709,2008,Amapa,December,32.0
710,2009,Amapa,December,123.0
711,2010,Amapa,December,43.0
712,2011,Amapa,December,360.0
713,2012,Amapa,December,422.0
714,2013,Amapa,December,148.0
715,2014,Amapa,December,354.0
716,2015,Amapa,December,269.0
717,2016,Amapa,December,491.0
718,1998,Amazonas,January,0.0
719,1999,Amazonas,January,3.0
720,2000,Amazonas,January,7.0
721,2001,Amazonas,January,3.0
722,2002,Amazonas,January,17.0
723,2003,Amazonas,January,158.0
724,2004,Amazonas,January,123.0
725,2005,Amazonas,January,44.0
726,2006,Amazonas,January,20.0
727,2007,Amazonas,January,37.0
728,2008,Amazonas,January,16.0
729,2009,Amazonas,January,9.0
730,2010,Amazonas,January,82.0
731,2011,Amazonas,January,53.0
732,2012,Amazonas,January,6.0
733,2013,Amazonas,January,37.0
734,2014,Amazonas,January,46.0
735,2015,Amazonas,January,35.0
736,2016,Amazonas,January,770.0
737,2017,Amazonas,January,65.0
738,1998,Amazonas,February,0.0
739,1999,Amazonas,February,43.0
740,2000,Amazonas,February,62.0
741,2001,Amazonas,February,8.0
742,2002,Amazonas,February,2.0
743,2003,Amazonas,February,62.0
744,2004,Amazonas,February,92.0
745,2005,Amazonas,February,6.0
746,2006,Amazonas,February,10.0
747,2007,Amazonas,February,92.0
748,2008,Amazonas,February,32.0
749,2009,Amazonas,February,3.0
750,2010,Amazonas,February,81.0
751,2011,Amazonas,February,30.0
752,2012,Amazonas,February,25.0
753,2013,Amazonas,February,16.0
754,2014,Amazonas,February,49.0
755,2015,Amazonas,February,107.0
756,2016,Amazonas,February,275.0
757,2017,Amazonas,February,52.0
758,1998,Amazonas,March,0.0
759,1999,Amazonas,March,7.0
760,2000,Amazonas,March,69.0
761,2001,Amazonas,March,6.0
762,2002,Amazonas,March,5.0
763,2003,Amazonas,March,64.0
764,2004,Amazonas,March,6.0
765,2005,Amazonas,March,12.0
766,2006,Amazonas,March,20.0
767,2007,Amazonas,March,6.0
768,2008,Amazonas,March,10.0
769,2009,Amazonas,March,11.0
770,2010,Amazonas,March,116.0
771,2011,Amazonas,March,49.0
772,2012,Amazonas,March,17.0
773,2013,Amazonas,March,49.0
774,2014,Amazonas,March,50.0
775,2015,Amazonas,March,46.0
776,2016,Amazonas,March,140.0
777,2017,Amazonas,March,45.0
778,1998,Amazonas,April,0.0
779,1999,Amazonas,April,2.0
780,2000,Amazonas,April,18.0
781,2001,Amazonas,April,1.0
782,2002,Amazonas,April,2.0
783,2003,Amazonas,April,11.0
784,2004,Amazonas,April,4.0
785,2005,Amazonas,April,5.0
786,2006,Amazonas,April,5.0
787,2007,Amazonas,April,0.0
788,2008,Amazonas,April,13.0
789,2009,Amazonas,April,1.0
790,2010,Amazonas,April,11.0
791,2011,Amazonas,April,5.0
792,2012,Amazonas,April,3.0
793,2013,Amazonas,April,20.0
794,2014,Amazonas,April,25.0
795,2015,Amazonas,April,24.0
796,2016,Amazonas,April,22.0
797,2017,Amazonas,April,20.0
798,1998,Amazonas,May,0.0
799,1999,Amazonas,May,0.0
800,2000,Amazonas,May,51.0
801,2001,Amazonas,May,0.0
802,2002,Amazonas,May,8.0
803,2003,Amazonas,May,2.0
804,2004,Amazonas,May,0.0
805,2005,Amazonas,May,8.0
806,2006,Amazonas,May,4.0
807,2007,Amazonas,May,0.0
808,2008,Amazonas,May,1.0
809,2009,Amazonas,May,3.0
810,2010,Amazonas,May,13.0
811,2011,Amazonas,May,6.0
812,2012,Amazonas,May,12.0
813,2013,Amazonas,May,19.0
814,2014,Amazonas,May,12.0
815,2015,Amazonas,May,10.0
816,2016,Amazonas,May,30.0
817,2017,Amazonas,May,40.0
818,1998,Amazonas,June,2.0
819,1999,Amazonas,June,7.0
820,2000,Amazonas,June,6.0
821,2001,Amazonas,June,5.0
822,2002,Amazonas,June,5.0
823,2003,Amazonas,June,3.0
824,2004,Amazonas,June,12.0
825,2005,Amazonas,June,78.0
826,2006,Amazonas,June,9.0
827,2007,Amazonas,June,23.0
828,2008,Amazonas,June,7.0
829,2009,Amazonas,June,13.0
830,2010,Amazonas,June,9.0
831,2011,Amazonas,June,22.0
832,2012,Amazonas,June,45.0
833,2013,Amazonas,June,56.0
834,2014,Amazonas,June,74.0
835,2015,Amazonas,June,33.0
836,2016,Amazonas,June,90.0
837,2017,Amazonas,June,119.0
838,1998,Amazonas,July,71.0
839,1999,Amazonas,July,11.0
840,2000,Amazonas,July,39.0
841,2001,Amazonas,July,9.0
842,2002,Amazonas,July,146.0
843,2003,Amazonas,July,180.0
844,2004,Amazonas,July,177.0
845,2005,Amazonas,July,676.0
846,2006,Amazonas,July,123.0
847,2007,Amazonas,July,116.0
848,2008,Amazonas,July,108.0
849,2009,Amazonas,July,199.0
850,2010,Amazonas,July,640.0
851,2011,Amazonas,July,271.0
852,2012,Amazonas,July,234.0
853,2013,Amazonas,July,248.0
854,2014,Amazonas,July,202.0
855,2015,Amazonas,July,356.0
856,2016,Amazonas,July,1137.0
857,2017,Amazonas,July,1975.0
858,1998,Amazonas,August,321.0
859,1999,Amazonas,August,259.0
860,2000,Amazonas,August,180.0
861,2001,Amazonas,August,501.0
862,2002,Amazonas,August,741.0
